origin,stage,family,band,config,status,converged,n_train,lambda_value,outer_origin,feature,value,training_mean,training_scale,raw_predictor_coefficient,annual_signal_change_coefficient
2010-08,signal,services,0,l1,estimated,True,52,1.0,False,level,-0.11897438906983379,2.8732446050404956,1.2568213104889956,-0.09466293106021892,
2010-08,signal,services,0,l1,estimated,True,52,1.0,False,change3,0.09834410301212211,-0.05280556445452123,0.8187013747238022,0.12012206898431013,
2010-08,signal,services,0,l1,estimated,True,52,1.0,False,change12,-0.03272567395650057,-0.49442423633653126,2.129887007678353,-0.01536498125887562,
2010-08,signal,services,0,l1,estimated,True,52,1.0,False,unemployment_change3,-0.12085419369742807,-0.0038461538461538494,0.5221853260987898,-0.23143927578417675,
2010-08,signal,services,0,l1,estimated,True,52,1.0,False,ulc_growth12,0.05824811302966029,2.126958064257069,1.7589017894995438,0.03311618270979956,
2010-08,signal,services,0,l1,estimated,True,52,1.0,False,ip_growth3,0.1011742151995507,0.10921587691205009,3.711629932963872,0.02725870224857234,
2010-08,signal,services,0,l1,estimated,True,52,1.0,False,penalized_constant,-0.029564596681173436,0.0,1.0,-0.029564596681173436,
2010-09,signal,services,0,l1,estimated,True,53,1.0,False,level,-0.11788276752939855,2.843402679033215,1.2633701536177653,-0.09330817828158396,
2010-09,signal,services,0,l1,estimated,True,53,1.0,False,change3,0.09707881216269532,-0.05738871208697144,0.8116141775341156,0.11961202114241613,
2010-09,signal,services,0,l1,estimated,True,53,1.0,False,change12,-0.03298485738396724,-0.5073150758845687,2.111744988195596,-0.015619716191277205,
2010-09,signal,services,0,l1,estimated,True,53,1.0,False,unemployment_change3,-0.11994026590314953,-0.011320754716981126,0.5200364201173674,-0.23063820390902645,
2010-09,signal,services,0,l1,estimated,True,53,1.0,False,ulc_growth12,0.05726789019397747,2.1137290076240225,1.744839118638928,0.032821301163083516,
2010-09,signal,services,0,l1,estimated,True,53,1.0,False,ip_growth3,0.10080429904115609,0.13887799666307096,3.6826648325139275,0.027372650954049282,
2010-09,signal,services,0,l1,estimated,True,53,1.0,False,penalized_constant,-0.026836365817958698,0.0,1.0,-0.026836365817958698,
2010-10,signal,services,0,l1,estimated,True,54,1.0,False,level,-0.11654654616951213,2.814666009544723,1.2689814254231453,-0.09184259425282712,
2010-10,signal,services,0,l1,estimated,True,54,1.0,False,change3,0.09610325334528096,-0.0599785270987022,0.8042851348322992,0.1194890334076849,
2010-10,signal,services,0,l1,estimated,True,54,1.0,False,change12,-0.03292666406834218,-0.5179209103140576,2.093524734092585,-0.01572786006878198,
2010-10,signal,services,0,l1,estimated,True,54,1.0,False,unemployment_change3,-0.11868056778245693,-0.020370370370370365,0.5193941020036318,-0.22849810447332936,
2010-10,signal,services,0,l1,estimated,True,54,1.0,False,ulc_growth12,0.0554613289559129,2.053038554385157,1.78418080484133,0.031085038469991368,
2010-10,signal,services,0,l1,estimated,True,54,1.0,False,ip_growth3,0.10025614620937655,0.2095309157781442,3.684486259854159,0.02721034606690186,
2010-10,signal,services,0,l1,estimated,True,54,1.0,False,penalized_constant,-0.02420918054227042,0.0,1.0,-0.02420918054227042,
2010-11,signal,services,0,l1,estimated,True,55,1.0,False,level,-0.11364599041500907,2.7905604684507295,1.2698084848918492,-0.08949852813803524,
2010-11,signal,services,0,l1,estimated,True,55,1.0,False,change3,0.09551190354797762,-0.057095813288254464,0.7972214022765773,0.11980599526709895,
2010-11,signal,services,0,l1,estimated,True,55,1.0,False,change12,-0.03396882417801846,-0.5174387388582186,2.074408412295639,-0.01637518628283374,
2010-11,signal,services,0,l1,estimated,True,55,1.0,False,unemployment_change3,-0.11702395565784258,-0.027272727272727258,0.5171440964846507,-0.22628887471272907,
2010-11,signal,services,0,l1,estimated,True,55,1.0,False,ulc_growth12,0.05682193544164193,1.994555026718613,1.8193736241324683,0.031231592394188042,
2010-11,signal,services,0,l1,estimated,True,55,1.0,False,ip_growth3,0.09847542222846632,0.2792636582267651,3.686623960398298,0.026711545111812045,
2010-11,signal,services,0,l1,estimated,True,55,1.0,False,penalized_constant,-0.02376901362332006,0.0,1.0,-0.02376901362332006,
2010-12,signal,services,0,l1,estimated,True,56,1.0,False,level,-0.11013647537012741,2.769074297864627,1.2684681874084314,-0.08682635990670282,
2010-12,signal,services,0,l1,estimated,True,56,1.0,False,change3,0.09356553603698159,-0.05079566681927878,0.791451637790884,0.11822015593794666,
2010-12,signal,services,0,l1,estimated,True,56,1.0,False,change12,-0.035513633313776986,-0.5099554897895588,2.05655242598575,-0.01726852807885728,
2010-12,signal,services,0,l1,estimated,True,56,1.0,False,unemployment_change3,-0.11661047896458172,-0.028571428571428564,0.5125964319431187,-0.22748983741955045,
2010-12,signal,services,0,l1,estimated,True,56,1.0,False,ulc_growth12,0.05921156640426386,1.9381601964687316,1.8509272865119049,0.031990217463295806,
2010-12,signal,services,0,l1,estimated,True,56,1.0,False,ip_growth3,0.0976280493939721,0.31073327165928405,3.6610059825291574,0.026667000780623434,
2010-12,signal,services,0,l1,estimated,True,56,1.0,False,penalized_constant,-0.024810816122553248,0.0,1.0,-0.024810816122553248,
2011-01,signal,services,0,l1,estimated,True,57,1.0,False,level,-0.10670878591468258,2.7466144198209506,1.268476350827886,-0.08412359114542249,
2011-01,signal,services,0,l1,estimated,True,57,1.0,False,change3,0.09230307976812531,-0.046444186301038234,0.78515392009203,0.11756049025050555,
2011-01,signal,services,0,l1,estimated,True,57,1.0,False,change12,-0.03697566711125709,-0.4992795911533223,2.0399976303962815,-0.018125348069190823,
2011-01,signal,services,0,l1,estimated,True,57,1.0,False,unemployment_change3,-0.11515893188498566,-0.03333333333333334,0.5093281895579338,-0.2260996627438522,
2011-01,signal,services,0,l1,estimated,True,57,1.0,False,ulc_growth12,0.060480084451079184,1.892263198310721,1.8664923470437542,0.03240307121905462,
2011-01,signal,services,0,l1,estimated,True,57,1.0,False,ip_growth3,0.09693375680469479,0.3434621573523907,3.637005794385907,0.026652076538982154,
2011-01,signal,services,0,l1,estimated,True,57,1.0,False,penalized_constant,-0.025240478574193707,0.0,1.0,-0.025240478574193707,
2011-02,signal,services,0,l1,estimated,True,58,1.0,False,level,-0.10185710389436316,2.7249290203305048,1.268106833287418,-0.0803221788737709,
2011-02,signal,services,0,l1,estimated,True,58,1.0,False,change3,0.09332995908105081,-0.04564342446826171,0.7783794010098546,0.11990291490238089,
2011-02,signal,services,0,l1,estimated,True,58,1.0,False,change12,-0.0417793296762075,-0.485567802291236,2.0249828454434597,-0.020631942522484955,
2011-02,signal,services,0,l1,estimated,True,58,1.0,False,unemployment_change3,-0.11460261377495143,-0.03793103448275863,0.506110110074497,-0.22643810406807022,
2011-02,signal,services,0,l1,estimated,True,58,1.0,False,ulc_growth12,0.06414819299846218,1.847948855261607,1.8803357812536485,0.0341152860239109,
2011-02,signal,services,0,l1,estimated,True,58,1.0,False,ip_growth3,0.09136239110377423,0.424733209763909,3.657352802870659,0.024980469762737635,
2011-02,signal,services,0,l1,estimated,True,58,1.0,False,penalized_constant,-0.027929175296848144,0.0,1.0,-0.027929175296848144,
2011-03,signal,services,0,l1,estimated,True,59,1.0,False,level,-0.09628873864174631,2.7039787191278704,1.2673974006470061,-0.07597359643675372,
2011-03,signal,services,0,l1,estimated,True,59,1.0,False,change3,0.09537742761874693,-0.046538852295137774,0.7717849030714696,0.12358032301380051,
2011-03,signal,services,0,l1,estimated,True,59,1.0,False,change12,-0.048178022074032115,-0.4723208198312543,2.0102817142925247,-0.02396580625068628,
2011-03,signal,services,0,l1,estimated,True,59,1.0,False,unemployment_change3,-0.11542375999637333,-0.04067796610169492,0.5022385968427507,-0.22981857770782227,
2011-03,signal,services,0,l1,estimated,True,59,1.0,False,ulc_growth12,0.06928859350479777,1.8051366933328021,1.892628667961085,0.03660971361035224,
2011-03,signal,services,0,l1,estimated,True,59,1.0,False,ip_growth3,0.08372528382917462,0.5063937224679806,3.6791688261679214,0.022756575679181212,
2011-03,signal,services,0,l1,estimated,True,59,1.0,False,penalized_constant,-0.032485530206587405,0.0,1.0,-0.032485530206587405,
2011-04,signal,services,0,l1,estimated,True,60,1.0,False,level,-0.08711739118343256,2.680439449253316,1.269730800075908,-0.06861091435934644,
2011-04,signal,services,0,l1,estimated,True,60,1.0,False,change3,0.09674416510109471,-0.04905051680222602,0.7655694634645471,0.12636889233183848,
2011-04,signal,services,0,l1,estimated,True,60,1.0,False,change12,-0.05404704924990761,-0.4628027154986125,1.994799177595006,-0.027093980114363425,
2011-04,signal,services,0,l1,estimated,True,60,1.0,False,unemployment_change3,-0.11512532852343436,-0.041666666666666664,0.4980935878148024,-0.23113192247365258,
2011-04,signal,services,0,l1,estimated,True,60,1.0,False,ulc_growth12,0.06518033800788697,1.8095113031746342,1.8770912734884548,0.034724117536785226,
2011-04,signal,services,0,l1,estimated,True,60,1.0,False,ip_growth3,0.07722850109447194,0.5631860381869664,3.6743673184573127,0.021018176573292736,
2011-04,signal,services,0,l1,estimated,True,60,1.0,False,penalized_constant,-0.037446582122066176,0.0,1.0,-0.037446582122066176,
2011-05,signal,services,0,l1,estimated,True,61,1.0,False,level,-0.07635790566986321,2.6592894667557068,1.2698920563394764,-0.06012944587587111,
2011-05,signal,services,0,l1,estimated,True,61,1.0,False,change3,0.09563447904261865,-0.04986232361654892,0.7592944120487458,0.1259517751284057,
2011-05,signal,services,0,l1,estimated,True,61,1.0,False,change12,-0.059291317562007104,-0.4519791721236883,1.9801564402917973,-0.029942744096153277,
2011-05,signal,services,0,l1,estimated,True,61,1.0,False,unemployment_change3,-0.11327872720995222,-0.04262295081967214,0.4940495151375883,-0.22928618233418388,
2011-05,signal,services,0,l1,estimated,True,61,1.0,False,ulc_growth12,0.06211814600984265,1.8137424831855864,1.8619301790754754,0.03336223168190273,
2011-05,signal,services,0,l1,estimated,True,61,1.0,False,ip_growth3,0.07810469714194836,0.5650392442700882,3.644153370972152,0.02143287869388229,
2011-05,signal,services,0,l1,estimated,True,61,1.0,False,penalized_constant,-0.04359691974870996,0.0,1.0,-0.04359691974870996,
2011-06,signal,services,0,l1,estimated,True,62,1.0,False,level,-0.07389805909182222,2.6276486910603327,1.283621907154934,-0.05756995785122782,
2011-06,signal,services,0,l1,estimated,True,62,1.0,False,change3,0.09497821750047813,-0.061820993811968164,0.7589155175346934,0.12514992157363056,
2011-06,signal,services,0,l1,estimated,True,62,1.0,False,change12,-0.05952845188871141,-0.45904037163760447,1.9648966309783564,-0.030295971274107766,
2011-06,signal,services,0,l1,estimated,True,62,1.0,False,unemployment_change3,-0.11208303902865498,-0.043548387096774194,0.49010234867302754,-0.22869312773571573,
2011-06,signal,services,0,l1,estimated,True,62,1.0,False,ulc_growth12,0.06100964748832999,1.817837173518766,1.8471304438890404,0.033029420142021614,
2011-06,signal,services,0,l1,estimated,True,62,1.0,False,ip_growth3,0.07864355876234888,0.5312999064056231,3.624238060486515,0.02169933581895882,
2011-06,signal,services,0,l1,estimated,True,62,1.0,False,penalized_constant,-0.044229680857507676,0.0,1.0,-0.044229680857507676,
2011-07,signal,services,0,l1,estimated,True,63,1.0,False,level,-0.07313281701106657,2.5954353335475457,1.2984101401813086,-0.056324896693162284,
2011-07,signal,services,0,l1,estimated,True,63,1.0,False,change3,0.09363683774065316,-0.07184630119431608,0.7569954268504463,0.12369538100149219,
2011-07,signal,services,0,l1,estimated,True,63,1.0,False,change12,-0.05926500844842862,-0.46589138290717136,1.9499861504226117,-0.030392527883125933,
2011-07,signal,services,0,l1,estimated,True,63,1.0,False,unemployment_change3,-0.11111358027319496,-0.041269841269841276,0.48652800393632073,-0.22838064689846316,
2011-07,signal,services,0,l1,estimated,True,63,1.0,False,ulc_growth12,0.059910859866291175,1.7889826152089443,1.8464436579229835,0.03244662224553515,
2011-07,signal,services,0,l1,estimated,True,63,1.0,False,ip_growth3,0.07838955001052633,0.5295184396917475,3.5953865729347525,0.021802815474871305,
2011-07,signal,services,0,l1,estimated,True,63,1.0,False,penalized_constant,-0.04431693208715709,0.0,1.0,-0.04431693208715709,
2011-08,signal,services,0,l1,estimated,True,64,1.0,False,level,-0.0719197391208939,2.5642286434570325,1.3118232402232077,-0.054824260552554856,
2011-08,signal,services,0,l1,estimated,True,64,1.0,False,change3,0.09248239411959258,-0.08310000506853607,0.7563510973329225,0.12227442314251667,
2011-08,signal,services,0,l1,estimated,True,64,1.0,False,change12,-0.05914352046331062,-0.470988132379628,1.9351148054242868,-0.030563313503429584,
2011-08,signal,services,0,l1,estimated,True,64,1.0,False,unemployment_change3,-0.1102866712220751,-0.0421875,0.4827669881461967,-0.2284470022392602,
2011-08,signal,services,0,l1,estimated,True,64,1.0,False,ulc_growth12,0.059112537866672095,1.7610297618463049,1.8453478884731207,0.03203327580447882,
2011-08,signal,services,0,l1,estimated,True,64,1.0,False,ip_growth3,0.0782237596854185,0.5333676065516749,3.567317858029176,0.02192789170983337,
2011-08,signal,services,0,l1,estimated,True,64,1.0,False,penalized_constant,-0.044401456715879896,0.0,1.0,-0.044401456715879896,
2011-09,signal,services,0,l1,estimated,True,65,1.0,False,level,-0.07141005906175985,2.5324521128054456,1.3262839058801554,-0.05384221187119837,
2011-09,signal,services,0,l1,estimated,True,65,1.0,False,change3,0.09150164402915534,-0.08488011610653731,0.7506455587275374,0.12189726957722238,
2011-09,signal,services,0,l1,estimated,True,65,1.0,False,change12,-0.058979965870971734,-0.4759401361207218,1.9205802360016144,-0.030709451636220086,
2011-09,signal,services,0,l1,estimated,True,65,1.0,False,unemployment_change3,-0.10927191298006587,-0.04153846153846154,0.47906714085166285,-0.22809310775480748,
2011-09,signal,services,0,l1,estimated,True,65,1.0,False,ulc_growth12,0.05809230377267782,1.7339369962794386,1.8438808560838598,0.03150545415177074,
2011-09,signal,services,0,l1,estimated,True,65,1.0,False,ip_growth3,0.0777803924862214,0.5384725723850444,3.5400061738896893,0.02197182396457739,
2011-09,signal,services,0,l1,estimated,True,65,1.0,False,penalized_constant,-0.043718357381789426,0.0,1.0,-0.043718357381789426,
2011-10,signal,services,0,l1,estimated,True,66,1.0,False,level,-0.06951052991708101,2.501638507325119,1.339437618122541,-0.051895309625925194,
2011-10,signal,services,0,l1,estimated,True,66,1.0,False,change3,0.0905654965735344,-0.08510091762993582,0.7449392716365413,0.12157433501199766,
2011-10,signal,services,0,l1,estimated,True,66,1.0,False,change12,-0.05921565972728207,-0.48074207914238853,1.9063679985432305,-0.031062029876987175,
2011-10,signal,services,0,l1,estimated,True,66,1.0,False,unemployment_change3,-0.10829769787646311,-0.04393939393939393,0.47581788847580336,-0.22760325010767296,
2011-10,signal,services,0,l1,estimated,True,66,1.0,False,ulc_growth12,0.05768508822999089,1.7056936533691867,1.84397197474076,0.03128306125048387,
2011-10,signal,services,0,l1,estimated,True,66,1.0,False,ip_growth3,0.07731105003088015,0.5710133022108278,3.52286797410256,0.02194548606397176,
2011-10,signal,services,0,l1,estimated,True,66,1.0,False,penalized_constant,-0.04330735202789909,0.0,1.0,-0.04330735202789909,
2011-11,signal,services,0,l1,estimated,True,67,1.0,False,level,-0.06854697471447846,2.4717447109636086,1.351405121129861,-0.05072274304922628,
2011-11,signal,services,0,l1,estimated,True,67,1.0,False,change3,0.08966898391450095,-0.08531512806308364,0.7393611716590116,0.1212790005097207,
2011-11,signal,services,0,l1,estimated,True,67,1.0,False,change12,-0.05917892274697524,-0.4883445421144597,1.89309566710118,-0.0312603973351191,
2011-11,signal,services,0,l1,estimated,True,67,1.0,False,unemployment_change3,-0.1074644452457081,-0.04328358208955223,0.4722837120373996,-0.22754213729309833,
2011-11,signal,services,0,l1,estimated,True,67,1.0,False,ulc_growth12,0.05695341757943133,1.6782933953219275,1.8436469282347336,0.030891716145435413,
2011-11,signal,services,0,l1,estimated,True,67,1.0,False,ip_growth3,0.07687785025050399,0.6025826669671849,3.5058726705078467,0.021928306437714342,
2011-11,signal,services,0,l1,estimated,True,67,1.0,False,penalized_constant,-0.04266121992673473,0.0,1.0,-0.04266121992673473,
2011-12,signal,services,0,l1,estimated,True,68,1.0,False,level,-0.06708167307381886,2.442730143906848,1.3622929684978313,-0.04924173773559755,
2011-12,signal,services,0,l1,estimated,True,68,1.0,False,change3,0.08879856396236757,-0.08406049382686182,0.7339764056585474,0.12098285895538376,
2011-12,signal,services,0,l1,estimated,True,68,1.0,False,change12,-0.0589701764153876,-0.4971715453852045,1.8805128210028392,-0.0313585612162644,
2011-12,signal,services,0,l1,estimated,True,68,1.0,False,unemployment_change3,-0.10616944075567022,-0.048529411764705876,0.4707605383090917,-0.22552748609094664,
2011-12,signal,services,0,l1,estimated,True,68,1.0,False,ulc_growth12,0.056370200262991894,1.6516990272172345,1.84294184653998,0.030587074881838396,
2011-12,signal,services,0,l1,estimated,True,68,1.0,False,ip_growth3,0.0768042648967888,0.6169076124094818,3.4819735421665503,0.02205768193430893,
2011-12,signal,services,0,l1,estimated,True,68,1.0,False,penalized_constant,-0.04179033431714667,0.0,1.0,-0.04179033431714667,
2012-01,signal,services,0,l1,estimated,True,69,1.0,False,level,-0.06775750588539561,2.4145565787937615,1.3721956324358722,-0.049378896335003586,
2012-01,signal,services,0,l1,estimated,True,69,1.0,False,change3,0.08861466158831302,-0.08284222580038555,0.7287075765335886,0.12160524254440555,
2012-01,signal,services,0,l1,estimated,True,69,1.0,False,change12,-0.05888373719437008,-0.5043155389052908,1.8677654629161926,-0.03152630154239672,
2012-01,signal,services,0,l1,estimated,True,69,1.0,False,unemployment_change3,-0.10635770448588498,-0.05507246376811594,0.4704411225875838,-0.22608079816849763,
2012-01,signal,services,0,l1,estimated,True,69,1.0,False,ulc_growth12,0.05526911893900541,1.6356271887580938,1.8343324754720658,0.030130371499191764,
2012-01,signal,services,0,l1,estimated,True,69,1.0,False,ip_growth3,0.07506579138911226,0.5664920383075149,3.481560745657048,0.021560959831808328,
2012-01,signal,services,0,l1,estimated,True,69,1.0,False,penalized_constant,-0.04022401725979601,0.0,1.0,-0.04022401725979601,
2012-02,signal,services,0,l1,estimated,True,70,1.0,False,level,-0.07446771352015738,2.385765800910333,1.3831907669681816,-0.05383763057020927,
2012-02,signal,services,0,l1,estimated,True,70,1.0,False,change3,0.08969722049286162,-0.08308093720538237,0.7234865162458198,0.12397911844757187,
2012-02,signal,services,0,l1,estimated,True,70,1.0,False,change12,-0.05850533398180422,-0.5126775900983769,1.8556767434229935,-0.03152776160458039,
2012-02,signal,services,0,l1,estimated,True,70,1.0,False,unemployment_change3,-0.10661118110985013,-0.055714285714285716,0.4670991679002021,-0.22824099984829796,
2012-02,signal,services,0,l1,estimated,True,70,1.0,False,ulc_growth12,0.05289719783330157,1.6200145456834998,1.825794751969139,0.028972149129167655,
2012-02,signal,services,0,l1,estimated,True,70,1.0,False,ip_growth3,0.06953618182400244,0.5368490814765043,3.465362164520848,0.020066064821717453,
2012-02,signal,services,0,l1,estimated,True,70,1.0,False,penalized_constant,-0.03540206971042196,0.0,1.0,-0.03540206971042196,
2012-03,signal,services,0,l1,estimated,True,71,1.0,False,level,-0.08165034120821406,2.360588918753212,1.3894751748170557,-0.05876344010173805,
2012-03,signal,services,0,l1,estimated,True,71,1.0,False,change3,0.0921632558465998,-0.08051003644684403,0.7186954252240444,0.12823687561092942,
2012-03,signal,services,0,l1,estimated,True,71,1.0,False,change12,-0.05763930756726538,-0.518001202655024,1.8431005198047206,-0.031273013570292066,
2012-03,signal,services,0,l1,estimated,True,71,1.0,False,unemployment_change3,-0.10606725500854894,-0.056338028169014086,0.46382743098803125,-0.22867827110312916,
2012-03,signal,services,0,l1,estimated,True,71,1.0,False,ulc_growth12,0.050365059814561734,1.6048416953715707,1.8173305907973882,0.02771375778826411,
2012-03,signal,services,0,l1,estimated,True,71,1.0,False,ip_growth3,0.06513773024793537,0.5243027738331294,3.4424724411486625,0.018921786989295586,
2012-03,signal,services,0,l1,estimated,True,71,1.0,False,penalized_constant,-0.02933386358808343,0.0,1.0,-0.02933386358808343,
2012-04,signal,services,0,l1,estimated,True,72,1.0,False,level,-0.09209764747899181,2.33611139443379,1.3951223575163243,-0.06601402879310833,
2012-04,signal,services,0,l1,estimated,True,72,1.0,False,change3,0.09635814763365094,-0.07801054959826509,0.7139977240479956,0.13495581902887643,
2012-04,signal,services,0,l1,estimated,True,72,1.0,False,change12,-0.05409758635609479,-0.5204375103806471,1.830371581570717,-0.029555521349206824,
2012-04,signal,services,0,l1,estimated,True,72,1.0,False,unemployment_change3,-0.09889150918830555,-0.052777777777777785,0.4615710557500035,-0.21424980608374034,
2012-04,signal,services,0,l1,estimated,True,72,1.0,False,ulc_growth12,0.048383278846394165,1.5957529000352486,1.8062903463829503,0.026785992043461024,
2012-04,signal,services,0,l1,estimated,True,72,1.0,False,ip_growth3,0.06446050148456559,0.5305462869041261,3.4188875815769153,0.01885423253806844,
2012-04,signal,services,0,l1,estimated,True,72,1.0,False,penalized_constant,-0.02114683371682898,0.0,1.0,-0.02114683371682898,
2012-05,signal,services,0,l1,estimated,True,73,1.0,False,level,-0.09942598460975476,2.313665503738019,1.3985630968168332,-0.0710915258925757,
2012-05,signal,services,0,l1,estimated,True,73,1.0,False,change3,0.09984995925268504,-0.07285479896419599,0.7104387198548123,0.14054689934846276,
2012-05,signal,services,0,l1,estimated,True,73,1.0,False,change12,-0.052472915074038375,-0.5227976697351125,1.8179018723906015,-0.028864547570455354,
2012-05,signal,services,0,l1,estimated,True,73,1.0,False,unemployment_change3,-0.09714999303300942,-0.05342465753424658,0.4584315702452062,-0.21191819965855702,
2012-05,signal,services,0,l1,estimated,True,73,1.0,False,ulc_growth12,0.04777567423575329,1.5869131127903329,1.7954433199827178,0.026609402649487794,
2012-05,signal,services,0,l1,estimated,True,73,1.0,False,ip_growth3,0.06509943109704702,0.5532998560894037,3.4008746002499795,0.019141967508082162,
2012-05,signal,services,0,l1,estimated,True,73,1.0,False,penalized_constant,-0.013640230489244743,0.0,1.0,-0.013640230489244743,
2012-06,signal,services,0,l1,estimated,True,74,1.0,False,level,-0.09837066037380933,2.3051796416151036,1.3909720738338198,-0.07072080182219512,
2012-06,signal,services,0,l1,estimated,True,74,1.0,False,change3,0.0984902639578964,-0.05717426737160491,0.718228211233998,0.13712948394031874,
2012-06,signal,services,0,l1,estimated,True,74,1.0,False,change12,-0.0519131808983089,-0.5023794534819385,1.8139851599996137,-0.02861830517859361,
2012-06,signal,services,0,l1,estimated,True,74,1.0,False,unemployment_change3,-0.09707622321786886,-0.05135135135135136,0.4556679810834423,-0.213041572477949,
2012-06,signal,services,0,l1,estimated,True,74,1.0,False,ulc_growth12,0.04733385777632031,1.5783122387141988,1.784784161956883,0.02652077421194855,
2012-06,signal,services,0,l1,estimated,True,74,1.0,False,ip_growth3,0.06508480531910278,0.5797135751205742,3.3853481983060467,0.0192254390114641,
2012-06,signal,services,0,l1,estimated,True,74,1.0,False,penalized_constant,-0.012792065609643926,0.0,1.0,-0.012792065609643926,
2012-07,signal,services,0,l10,estimated,True,75,10.0,False,level,-0.017337792544884593,2.2982304705646768,1.382960398966556,-0.012536723797616039,
2012-07,signal,services,0,l10,estimated,True,75,10.0,False,change3,0.019005221332075523,-0.040601481872272124,0.7275289507102336,0.026122976018373024,
2012-07,signal,services,0,l10,estimated,True,75,10.0,False,change12,-0.0076202382696679855,-0.4798705988344679,1.8122252224822584,-0.004204906859882637,
2012-07,signal,services,0,l10,estimated,True,75,10.0,False,unemployment_change3,-0.020218974078307736,-0.04400000000000001,0.4570164110838909,-0.0442412429574576,
2012-07,signal,services,0,l10,estimated,True,75,10.0,False,ulc_growth12,-0.0017267369742789906,1.567524536362217,1.7752727938749089,-0.000972660078066099,
