observation_date,PX_LAST
2004-11-30,77.58
2004-12-31,77.58
2005-01-31,78.22
2005-02-28,78.64
2005-03-31,79.06
2005-04-30,79.49
2005-05-31,79.59
2005-06-30,79.59
2005-07-31,79.7
2005-08-31,79.8
2005-09-30,79.91
2005-10-31,80.01
2005-11-30,80.12
2005-12-31,80.33
2006-01-31,80.65
2006-02-28,80.65
2006-03-31,80.75
2006-04-30,80.97
2006-05-31,81.07
2006-06-30,81.28
2006-07-31,81.49
2006-08-31,81.6
2006-09-30,81.81
2006-10-31,81.92
2006-11-30,81.92
2006-12-31,82.13
2007-01-31,83.61
2007-02-28,83.82
2007-03-31,84.03
2007-04-30,84.35
2007-05-31,84.66
2007-06-30,84.88
2007-07-31,85.19
2007-08-31,85.62
2007-09-30,85.93
2007-10-31,86.14
2007-11-30,86.46
2007-12-31,86.67
2008-01-31,89.1
2008-02-29,90.06
2008-03-31,90.69
2008-04-30,91.22
2008-05-31,91.54
2008-06-30,91.85
2008-07-31,92.38
2008-08-31,92.7
2008-09-30,93.12
2008-10-31,93.12
2008-11-30,93.12
2008-12-31,93.23
2009-01-31,96.08
2009-02-28,96.19
2009-03-31,96.5
2009-04-30,96.61
2009-05-31,96.71
2009-06-30,96.82
2009-07-31,97.24
2009-08-31,97.24
2009-09-30,97.35
2009-10-31,97.35
2009-11-30,97.35
2009-12-31,97.24
2010-01-31,99.78
2010-02-28,99.89
2010-03-31,100.1
2010-04-30,100.1
2010-05-31,100.1
2010-06-30,99.99
2010-07-31,100.1
2010-08-31,99.99
2010-09-30,99.99
2010-10-31,99.99
2010-11-30,99.99
2010-12-31,99.99
2011-01-31,100.52
2011-02-28,100.52
2011-03-31,100.52
2011-04-30,100.52
2011-05-31,100.63
2011-06-30,100.73
2011-07-31,100.84
2011-08-31,100.73
2011-09-30,100.73
2011-10-31,100.73
2011-11-30,100.63
2011-12-31,100.84
2012-01-31,102.53
2012-02-29,102.53
2012-03-31,102.53
2012-04-30,102.53
2012-05-31,102.63
2012-06-30,102.85
2012-07-31,103.06
2012-08-31,103.06
2012-09-30,103.06
2012-10-31,102.95
2012-11-30,102.74
2012-12-31,102.95
2013-01-31,104.11
2013-02-28,104.22
2013-03-31,104.11
2013-04-30,104.22
2013-05-31,104.01
2013-06-30,103.9
2013-07-31,103.9
2013-08-31,103.9
2013-09-30,103.9
2013-10-31,104.01
2013-11-30,104.01
2013-12-31,104.01
2014-01-31,104.32
2014-02-28,104.43
2014-03-31,104.75
2014-04-30,104.85
2014-05-31,104.85
2014-06-30,104.96
2014-07-31,105.06
2014-08-31,105.17
2014-09-30,105.17
2014-10-31,105.28
2014-11-30,105.17
2014-12-31,105.28
2015-01-31,105.28
2015-02-28,105.38
2015-03-31,105.28
2015-04-30,105.49
2015-05-31,105.7
2015-06-30,105.8
2015-07-31,105.7
2015-08-31,105.7
2015-09-30,105.8
2015-10-31,106.02
2015-11-30,106.02
2015-12-31,106.23
2016-01-31,106.33
2016-02-29,106.23
2016-03-31,106.23
2016-04-30,106.33
2016-05-31,106.76
2016-06-30,106.65
2016-07-31,106.76
2016-08-31,106.97
2016-09-30,107.07
2016-10-31,107.39
2016-11-30,107.5
2016-12-31,108.02
2017-01-31,108.66
2017-02-28,108.98
2017-03-31,109.29
2017-04-30,109.61
2017-05-31,110.24
2017-06-30,110.56
2017-07-31,110.98
2017-08-31,111.41
2017-09-30,111.72
2017-10-31,112.04
2017-11-30,112.15
2017-12-31,112.36
2018-01-31,112.57
2018-02-28,112.78
2018-03-31,112.99
2018-04-30,113.73
2018-05-31,114.26
