origin,band,family,config,status,converged,n_train,measure,feature,source_group,value
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,goods_change3,imported_cost,-0.010788916857203875
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,fx1,imported_cost,-0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,fx3,imported_cost,-0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_23_now,imported_cost,0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_23_mean3,imported_cost,0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_26_now,imported_cost,0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_26_mean3,imported_cost,0.006873666093179005
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_45_now,imported_cost,0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_45_mean3,imported_cost,0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_47_now,imported_cost,0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_47_mean3,imported_cost,0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_56_now,imported_cost,0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_56_mean3,imported_cost,0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_62_now,imported_cost,0.0021766965014634538
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,cost_62_mean3,imported_cost,0.0
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,destination_season,own_core_state,-0.019325330034513546
2019-02,0,both,a0.1_l0.8,estimated,True,106,coefficients,penalized_constant,constant,0.01976709336326315
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,core1,own_core_state,-0.011169894575883648
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,core3,own_core_state,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,core12,own_core_state,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,core_acceleration,own_core_state,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,midtrend,own_core_state,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,midcycle,own_core_state,-0.02887072289855532
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,services_yoy,domestic,-0.047804875913681974
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,services_change3,domestic,-0.007221264814187493
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,goods_yoy,imported_cost,0.002838517199969887
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,goods_change3,imported_cost,-0.020367987244481134
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,fx1,imported_cost,-0.003124838018172782
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,fx3,imported_cost,-0.0017640357957473768
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_11,domestic,-0.020684393955989682
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_12,domestic,0.015669134980663326
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_13,other_hard_a6,-0.0035823009179249852
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_17,domestic,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_23,imported_cost,0.002615428171149393
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_24,other_hard_a6,-0.016208974809684855
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_25,other_hard_a6,0.007725364239563641
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_26,imported_cost,0.010282845652752896
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_43,other_hard_a6,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_44,other_hard_a6,-0.002652637694017734
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_45,imported_cost,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_46,other_hard_a6,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_47,imported_cost,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_48,other_hard_a6,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_49,other_hard_a6,-0.0024185689624259973
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_50,other_hard_a6,0.011090185528612222
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_51,other_hard_a6,-0.0037201511181217803
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_52,other_hard_a6,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_53,other_hard_a6,-0.001192664421894278
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_54,other_hard_a6,0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_55,other_hard_a6,0.0039412104079188754
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_56,imported_cost,0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_57,other_hard_a6,0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_58,other_hard_a6,0.009443447154702744
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_59,other_hard_a6,0.008611608531137599
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_60,other_hard_a6,0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_61,other_hard_a6,0.012107020148261722
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_62,imported_cost,0.005924867950438959
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_63,other_hard_a6,0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_64,other_hard_a6,-0.0004137683967593789
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_65,imported_cost,-0.0
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,a6_66,imported_cost,0.01805413349872729
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,destination_season,own_core_state,-0.018811131527680536
2019-02,0,wide,a0.1_l0.2,estimated,True,106,coefficients,penalized_constant,constant,0.02441065268831394
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,core1,own_core_state,0.047336660902726375
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,core3,own_core_state,0.009999238960501084
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,core12,own_core_state,0.03049867757799662
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,core_acceleration,own_core_state,0.02378151027282776
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,midtrend,own_core_state,0.026880404995688646
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,midcycle,own_core_state,0.09946491839337564
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,services_yoy,domestic,0.03112648310392642
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,services_change3,domestic,0.020146661354248297
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,unemployment,domestic,0.014067464215089196
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,unemployment_change3,domestic,0.00481634627409521
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,ip_growth3,domestic,0.03404146370578176
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,ulc_growth12,domestic,0.07281512011086082
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,goods_yoy,imported_cost,0.030691117989978606
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,goods_change3,imported_cost,0.02394389137672121
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,fx1,imported_cost,0.048470998179180026
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,fx3,imported_cost,0.031717869798703405
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_23_now,imported_cost,0.007708843700745597
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_23_mean3,imported_cost,0.017679058868573592
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_26_now,imported_cost,0.02010987273984571
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_26_mean3,imported_cost,0.055399903062545934
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_45_now,imported_cost,0.006298381939688116
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_45_mean3,imported_cost,0.020785810553171576
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_47_now,imported_cost,0.007428838361772702
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_47_mean3,imported_cost,0.014301172845321479
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_56_now,imported_cost,0.02710794294007041
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_56_mean3,imported_cost,0.016402463247228972
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_62_now,imported_cost,0.03783658584594225
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,cost_62_mean3,imported_cost,0.08495386583096534
2019-02,0,forest,leaf15,estimated,True,106,feature_importances,destination_season,own_core_state,0.13418843285242726
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,core1,own_core_state,-0.0
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,core3,own_core_state,-0.0
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,core12,own_core_state,-0.0
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,core_acceleration,own_core_state,-0.00033971022531920574
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,midtrend,own_core_state,-0.0
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,midcycle,own_core_state,-0.007389225322328642
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,services_yoy,domestic,-0.0
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,services_change3,domestic,-0.0
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,unemployment,domestic,-0.0
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,unemployment_change3,domestic,-0.0
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,ip_growth3,domestic,0.0
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,ulc_growth12,domestic,-0.0
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,destination_season,own_core_state,-0.005200180981499079
2019-03,0,domestic,a1_l0.2,estimated,True,107,coefficients,penalized_constant,constant,0.0045216103698637
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,core1,own_core_state,0.022864495340232296
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,core3,own_core_state,-0.0022600778215968406
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,core12,own_core_state,-0.047854836465705874
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,core_acceleration,own_core_state,0.022158339747587418
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,midtrend,own_core_state,-0.0337134874871579
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,midcycle,own_core_state,-0.06550007709821098
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,goods_yoy,imported_cost,0.09641536507740801
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,goods_change3,imported_cost,-0.022910731802839132
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,fx1,imported_cost,-0.010130069030174415
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,fx3,imported_cost,0.018487943021076925
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_23_now,imported_cost,0.0036577800895331368
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_23_mean3,imported_cost,-0.0018845955915499032
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_26_now,imported_cost,0.0039469858292700884
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_26_mean3,imported_cost,0.03572387362915573
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_45_now,imported_cost,0.0062091290190319755
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_45_mean3,imported_cost,0.006385919072983633
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_47_now,imported_cost,0.01626603705226812
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_47_mean3,imported_cost,-0.02203366415137629
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_56_now,imported_cost,-0.017747199499133347
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_56_mean3,imported_cost,0.04240551246253886
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_62_now,imported_cost,0.007241655225212249
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,cost_62_mean3,imported_cost,-0.0027353665965994985
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,destination_season,own_core_state,-0.02580139811199089
2019-03,0,imported,a0.01_l0.2,estimated,True,107,coefficients,penalized_constant,constant,0.02831500595040463
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,core1,own_core_state,-0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,core3,own_core_state,-0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,core12,own_core_state,-0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,core_acceleration,own_core_state,-0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,midtrend,own_core_state,-0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,midcycle,own_core_state,-0.026100974463311066
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,services_yoy,domestic,-0.03030176894382549
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,services_change3,domestic,-0.001330966835793246
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,unemployment,domestic,-0.02189976626906115
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,unemployment_change3,domestic,-0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,ip_growth3,domestic,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,ulc_growth12,domestic,-0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,goods_yoy,imported_cost,0.004722564132427886
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,goods_change3,imported_cost,-0.010530771244251138
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,fx1,imported_cost,-0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,fx3,imported_cost,-0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_23_now,imported_cost,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_23_mean3,imported_cost,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_26_now,imported_cost,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_26_mean3,imported_cost,0.007150982283916812
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_45_now,imported_cost,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_45_mean3,imported_cost,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_47_now,imported_cost,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_47_mean3,imported_cost,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_56_now,imported_cost,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_56_mean3,imported_cost,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_62_now,imported_cost,0.0016058788443083774
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,cost_62_mean3,imported_cost,0.0
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,destination_season,own_core_state,-0.018940261976180598
2019-03,0,both,a0.1_l0.8,estimated,True,107,coefficients,penalized_constant,constant,0.020102085639185033
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,core1,own_core_state,-0.01057685184708636
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,core3,own_core_state,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,core12,own_core_state,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,core_acceleration,own_core_state,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,midtrend,own_core_state,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,midcycle,own_core_state,-0.02912940861990133
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,services_yoy,domestic,-0.04739781809280889
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,services_change3,domestic,-0.007855497682799382
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,goods_yoy,imported_cost,0.0029584057779634743
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,goods_change3,imported_cost,-0.020291452678869906
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,fx1,imported_cost,-0.002883112245642693
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,fx3,imported_cost,-0.001472384014842623
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_11,domestic,-0.019979694275422948
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_12,domestic,0.015417832417906807
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_13,other_hard_a6,-0.004019091573606683
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_17,domestic,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_23,imported_cost,0.0024348737708284342
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_24,other_hard_a6,-0.01621029962009702
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_25,other_hard_a6,0.008333539394179277
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_26,imported_cost,0.010138435922332508
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_43,other_hard_a6,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_44,other_hard_a6,-0.0023290572090889894
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_45,imported_cost,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_46,other_hard_a6,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_47,imported_cost,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_48,other_hard_a6,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_49,other_hard_a6,-0.0022267615939466374
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_50,other_hard_a6,0.011457260565197561
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_51,other_hard_a6,-0.00401250252929752
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_52,other_hard_a6,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_53,other_hard_a6,-0.0018736711744114529
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_54,other_hard_a6,0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_55,other_hard_a6,0.004893473900571898
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_56,imported_cost,0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_57,other_hard_a6,0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_58,other_hard_a6,0.00956986645769211
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_59,other_hard_a6,0.008931394699070653
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_60,other_hard_a6,0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_61,other_hard_a6,0.011840006213013756
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_62,imported_cost,0.005810885828855923
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_63,other_hard_a6,0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_64,other_hard_a6,-0.0004009091958559031
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_65,imported_cost,-0.0
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,a6_66,imported_cost,0.0180809568238304
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,destination_season,own_core_state,-0.018798712010038094
2019-03,0,wide,a0.1_l0.2,estimated,True,107,coefficients,penalized_constant,constant,0.024709946013959025
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,core1,own_core_state,0.04856968831175996
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,core3,own_core_state,0.009709274596307618
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,core12,own_core_state,0.027047506387460663
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,core_acceleration,own_core_state,0.02717786445593396
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,midtrend,own_core_state,0.027524353988433573
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,midcycle,own_core_state,0.09909650944988593
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,services_yoy,domestic,0.02941810144319909
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,services_change3,domestic,0.02651159971239648
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,unemployment,domestic,0.014297990969929142
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,unemployment_change3,domestic,0.0026176826215386696
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,ip_growth3,domestic,0.036188356065135305
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,ulc_growth12,domestic,0.06765482207802574
2019-03,0,forest,leaf15,estimated,True,107,feature_importances,goods_yoy,imported_cost,0.02326660215913183
