origin,as_of,h,target,family,penalty,log_rate_forecast,mm_forecast,status,reason,all_path_estimated
2016-11,2016-12-08T23:59:00+01:00,7,2017-06,symmetric,1.0,-0.3892457981252571,-0.38848921863809105,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,8,2017-07,symmetric,1.0,-0.7767034603476896,-0.7736949132232624,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,9,2017-08,symmetric,1.0,-0.7927820599199554,-0.7896478309512714,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,10,2017-09,symmetric,1.0,0.2677084762300928,0.2680671353535311,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,11,2017-10,symmetric,1.0,-0.38910241211959246,-0.3883463895692011,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,12,2017-11,symmetric,1.0,-0.7934401055845447,-0.7903006782245245,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,1,2016-12,symmetric,10.0,-1.003198970205798,-0.9981837143462223,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,2,2017-01,symmetric,10.0,1.2378810266558278,1.2455744863548261,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,3,2017-02,symmetric,10.0,0.016566702687118906,0.01656807504109208,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,4,2017-03,symmetric,10.0,-0.08529349430615134,-0.08525712974489973,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,5,2017-04,symmetric,10.0,0.2142765188377172,0.21450625503127785,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,6,2017-05,symmetric,10.0,-0.13974957303319646,-0.13965196878984726,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,7,2017-06,symmetric,10.0,-0.3892457981252571,-0.38848921863809105,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,8,2017-07,symmetric,10.0,-0.7767034603476896,-0.7736949132232624,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,9,2017-08,symmetric,10.0,-0.7927820599199554,-0.7896478309512714,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,10,2017-09,symmetric,10.0,0.2677084762300928,0.2680671353535311,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,11,2017-10,symmetric,10.0,-0.38910241211959246,-0.3883463895692011,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,12,2017-11,symmetric,10.0,-0.7934401055845447,-0.7903006782245245,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,1,2016-12,asymmetric,0.1,-1.003198970205798,-0.9981837143462223,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,2,2017-01,asymmetric,0.1,1.2378810266558278,1.2455744863548261,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,3,2017-02,asymmetric,0.1,0.016566702687118906,0.01656807504109208,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,4,2017-03,asymmetric,0.1,-0.08529349430615134,-0.08525712974489973,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,5,2017-04,asymmetric,0.1,0.2142765188377172,0.21450625503127785,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,6,2017-05,asymmetric,0.1,-0.13974957303319646,-0.13965196878984726,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,7,2017-06,asymmetric,0.1,-0.3892457981252571,-0.38848921863809105,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,8,2017-07,asymmetric,0.1,-0.7767034603476896,-0.7736949132232624,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,9,2017-08,asymmetric,0.1,-0.7927820599199554,-0.7896478309512714,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,10,2017-09,asymmetric,0.1,0.2677084762300928,0.2680671353535311,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,11,2017-10,asymmetric,0.1,-0.38910241211959246,-0.3883463895692011,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,12,2017-11,asymmetric,0.1,-0.7934401055845447,-0.7903006782245245,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,1,2016-12,asymmetric,1.0,-1.003198970205798,-0.9981837143462223,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,2,2017-01,asymmetric,1.0,1.2378810266558278,1.2455744863548261,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,3,2017-02,asymmetric,1.0,0.016566702687118906,0.01656807504109208,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,4,2017-03,asymmetric,1.0,-0.08529349430615134,-0.08525712974489973,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,5,2017-04,asymmetric,1.0,0.2142765188377172,0.21450625503127785,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,6,2017-05,asymmetric,1.0,-0.13974957303319646,-0.13965196878984726,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,7,2017-06,asymmetric,1.0,-0.3892457981252571,-0.38848921863809105,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,8,2017-07,asymmetric,1.0,-0.7767034603476896,-0.7736949132232624,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,9,2017-08,asymmetric,1.0,-0.7927820599199554,-0.7896478309512714,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,10,2017-09,asymmetric,1.0,0.2677084762300928,0.2680671353535311,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,11,2017-10,asymmetric,1.0,-0.38910241211959246,-0.3883463895692011,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,12,2017-11,asymmetric,1.0,-0.7934401055845447,-0.7903006782245245,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,1,2016-12,asymmetric,10.0,-1.003198970205798,-0.9981837143462223,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,2,2017-01,asymmetric,10.0,1.2378810266558278,1.2455744863548261,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,3,2017-02,asymmetric,10.0,0.016566702687118906,0.01656807504109208,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,4,2017-03,asymmetric,10.0,-0.08529349430615134,-0.08525712974489973,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,5,2017-04,asymmetric,10.0,0.2142765188377172,0.21450625503127785,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,6,2017-05,asymmetric,10.0,-0.13974957303319646,-0.13965196878984726,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,7,2017-06,asymmetric,10.0,-0.3892457981252571,-0.38848921863809105,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,8,2017-07,asymmetric,10.0,-0.7767034603476896,-0.7736949132232624,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,9,2017-08,asymmetric,10.0,-0.7927820599199554,-0.7896478309512714,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,10,2017-09,asymmetric,10.0,0.2677084762300928,0.2680671353535311,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,11,2017-10,asymmetric,10.0,-0.38910241211959246,-0.3883463895692011,fallback_persistence,insufficient_training_rows,False
2016-11,2016-12-08T23:59:00+01:00,12,2017-11,asymmetric,10.0,-0.7934401055845447,-0.7903006782245245,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,1,2017-01,symmetric,0.1,1.676286450025863,1.6904149657352276,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,2,2017-02,symmetric,0.1,0.454972126057154,0.4560086956726641,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,3,2017-03,symmetric,0.1,0.3531119290638837,0.35373610369824654,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,4,2017-04,symmetric,0.1,0.6526819422077523,0.6548165523407812,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,5,2017-05,symmetric,0.1,0.2986558503368386,0.2991022712316178,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,6,2017-06,symmetric,0.1,0.04915962524477796,0.04917171056883455,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,7,2017-07,symmetric,0.1,-0.33829803697765454,-0.3377264539016495,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,8,2017-08,symmetric,0.1,-0.3543766365499204,-0.35374946361743803,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,9,2017-09,symmetric,0.1,0.7061138996001279,0.7086127619384073,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,10,2017-10,symmetric,0.1,0.04930301125044262,0.04931516718269923,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,11,2017-11,symmetric,0.1,1.0591490059548323,1.0647778440808544,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,12,2017-12,symmetric,0.1,-0.5647935468357628,-0.5632015865893586,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,1,2017-01,symmetric,1.0,1.676286450025863,1.6904149657352276,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,2,2017-02,symmetric,1.0,0.454972126057154,0.4560086956726641,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,3,2017-03,symmetric,1.0,0.3531119290638837,0.35373610369824654,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,4,2017-04,symmetric,1.0,0.6526819422077523,0.6548165523407812,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,5,2017-05,symmetric,1.0,0.2986558503368386,0.2991022712316178,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,6,2017-06,symmetric,1.0,0.04915962524477796,0.04917171056883455,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,7,2017-07,symmetric,1.0,-0.33829803697765454,-0.3377264539016495,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,8,2017-08,symmetric,1.0,-0.3543766365499204,-0.35374946361743803,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,9,2017-09,symmetric,1.0,0.7061138996001279,0.7086127619384073,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,10,2017-10,symmetric,1.0,0.04930301125044262,0.04931516718269923,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,11,2017-11,symmetric,1.0,1.0591490059548323,1.0647778440808544,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,12,2017-12,symmetric,1.0,-0.5647935468357628,-0.5632015865893586,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,1,2017-01,symmetric,10.0,1.676286450025863,1.6904149657352276,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,2,2017-02,symmetric,10.0,0.454972126057154,0.4560086956726641,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,3,2017-03,symmetric,10.0,0.3531119290638837,0.35373610369824654,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,4,2017-04,symmetric,10.0,0.6526819422077523,0.6548165523407812,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,5,2017-05,symmetric,10.0,0.2986558503368386,0.2991022712316178,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,6,2017-06,symmetric,10.0,0.04915962524477796,0.04917171056883455,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,7,2017-07,symmetric,10.0,-0.33829803697765454,-0.3377264539016495,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,8,2017-08,symmetric,10.0,-0.3543766365499204,-0.35374946361743803,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,9,2017-09,symmetric,10.0,0.7061138996001279,0.7086127619384073,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,10,2017-10,symmetric,10.0,0.04930301125044262,0.04931516718269923,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,11,2017-11,symmetric,10.0,1.0591490059548323,1.0647778440808544,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,12,2017-12,symmetric,10.0,-0.5647935468357628,-0.5632015865893586,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,1,2017-01,asymmetric,0.1,1.676286450025863,1.6904149657352276,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,2,2017-02,asymmetric,0.1,0.454972126057154,0.4560086956726641,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,3,2017-03,asymmetric,0.1,0.3531119290638837,0.35373610369824654,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,4,2017-04,asymmetric,0.1,0.6526819422077523,0.6548165523407812,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,5,2017-05,asymmetric,0.1,0.2986558503368386,0.2991022712316178,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,6,2017-06,asymmetric,0.1,0.04915962524477796,0.04917171056883455,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,7,2017-07,asymmetric,0.1,-0.33829803697765454,-0.3377264539016495,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,8,2017-08,asymmetric,0.1,-0.3543766365499204,-0.35374946361743803,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,9,2017-09,asymmetric,0.1,0.7061138996001279,0.7086127619384073,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,10,2017-10,asymmetric,0.1,0.04930301125044262,0.04931516718269923,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,11,2017-11,asymmetric,0.1,1.0591490059548323,1.0647778440808544,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,12,2017-12,asymmetric,0.1,-0.5647935468357628,-0.5632015865893586,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,1,2017-01,asymmetric,1.0,1.676286450025863,1.6904149657352276,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,2,2017-02,asymmetric,1.0,0.454972126057154,0.4560086956726641,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,3,2017-03,asymmetric,1.0,0.3531119290638837,0.35373610369824654,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,4,2017-04,asymmetric,1.0,0.6526819422077523,0.6548165523407812,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,5,2017-05,asymmetric,1.0,0.2986558503368386,0.2991022712316178,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,6,2017-06,asymmetric,1.0,0.04915962524477796,0.04917171056883455,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,7,2017-07,asymmetric,1.0,-0.33829803697765454,-0.3377264539016495,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,8,2017-08,asymmetric,1.0,-0.3543766365499204,-0.35374946361743803,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,9,2017-09,asymmetric,1.0,0.7061138996001279,0.7086127619384073,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,10,2017-10,asymmetric,1.0,0.04930301125044262,0.04931516718269923,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,11,2017-11,asymmetric,1.0,1.0591490059548323,1.0647778440808544,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,12,2017-12,asymmetric,1.0,-0.5647935468357628,-0.5632015865893586,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,1,2017-01,asymmetric,10.0,1.676286450025863,1.6904149657352276,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,2,2017-02,asymmetric,10.0,0.454972126057154,0.4560086956726641,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,3,2017-03,asymmetric,10.0,0.3531119290638837,0.35373610369824654,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,4,2017-04,asymmetric,10.0,0.6526819422077523,0.6548165523407812,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,5,2017-05,asymmetric,10.0,0.2986558503368386,0.2991022712316178,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,6,2017-06,asymmetric,10.0,0.04915962524477796,0.04917171056883455,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,7,2017-07,asymmetric,10.0,-0.33829803697765454,-0.3377264539016495,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,8,2017-08,asymmetric,10.0,-0.3543766365499204,-0.35374946361743803,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,9,2017-09,asymmetric,10.0,0.7061138996001279,0.7086127619384073,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,10,2017-10,asymmetric,10.0,0.04930301125044262,0.04931516718269923,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,11,2017-11,asymmetric,10.0,1.0591490059548323,1.0647778440808544,fallback_persistence,insufficient_training_rows,False
2016-12,2017-01-09T23:59:00+01:00,12,2017-12,asymmetric,10.0,-0.5647935468357628,-0.5632015865893586,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,1,2017-02,symmetric,0.1,0.8417681841540668,0.8453210144014076,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,2,2017-03,symmetric,0.1,0.7399079871607966,0.74265207002915,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,3,2017-04,symmetric,0.1,1.039478000304665,1.0448993411356349,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,4,2017-05,symmetric,0.1,0.6854519084337516,0.6878065068330729,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,5,2017-06,symmetric,0.1,0.4359556833416909,0.4369073525803572,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,6,2017-07,symmetric,0.1,0.04849802111925838,0.04850978331092068,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,7,2017-08,symmetric,0.1,0.03241942154699251,0.03242467720939616,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,8,2017-09,symmetric,0.1,1.092909957697041,1.098904035296496,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,9,2017-10,symmetric,0.1,0.43609906934735554,0.43705136515327,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,10,2017-11,symmetric,0.1,1.4459450640517453,1.4564494176895653,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,11,2017-12,symmetric,0.1,0.6293887150156452,0.6313735276659415,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,12,2018-01,symmetric,0.1,2.063082508122776,2.084511165224227,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,1,2017-02,symmetric,1.0,0.8417681841540668,0.8453210144014076,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,2,2017-03,symmetric,1.0,0.7399079871607966,0.74265207002915,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,3,2017-04,symmetric,1.0,1.039478000304665,1.0448993411356349,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,4,2017-05,symmetric,1.0,0.6854519084337516,0.6878065068330729,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,5,2017-06,symmetric,1.0,0.4359556833416909,0.4369073525803572,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,6,2017-07,symmetric,1.0,0.04849802111925838,0.04850978331092068,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,7,2017-08,symmetric,1.0,0.03241942154699251,0.03242467720939616,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,8,2017-09,symmetric,1.0,1.092909957697041,1.098904035296496,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,9,2017-10,symmetric,1.0,0.43609906934735554,0.43705136515327,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,10,2017-11,symmetric,1.0,1.4459450640517453,1.4564494176895653,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,11,2017-12,symmetric,1.0,0.6293887150156452,0.6313735276659415,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,12,2018-01,symmetric,1.0,2.063082508122776,2.084511165224227,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,1,2017-02,symmetric,10.0,0.8417681841540668,0.8453210144014076,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,2,2017-03,symmetric,10.0,0.7399079871607966,0.74265207002915,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,3,2017-04,symmetric,10.0,1.039478000304665,1.0448993411356349,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,4,2017-05,symmetric,10.0,0.6854519084337516,0.6878065068330729,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,5,2017-06,symmetric,10.0,0.4359556833416909,0.4369073525803572,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,6,2017-07,symmetric,10.0,0.04849802111925838,0.04850978331092068,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,7,2017-08,symmetric,10.0,0.03241942154699251,0.03242467720939616,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,8,2017-09,symmetric,10.0,1.092909957697041,1.098904035296496,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,9,2017-10,symmetric,10.0,0.43609906934735554,0.43705136515327,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,10,2017-11,symmetric,10.0,1.4459450640517453,1.4564494176895653,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,11,2017-12,symmetric,10.0,0.6293887150156452,0.6313735276659415,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,12,2018-01,symmetric,10.0,2.063082508122776,2.084511165224227,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,1,2017-02,asymmetric,0.1,0.8417681841540668,0.8453210144014076,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,2,2017-03,asymmetric,0.1,0.7399079871607966,0.74265207002915,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,3,2017-04,asymmetric,0.1,1.039478000304665,1.0448993411356349,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,4,2017-05,asymmetric,0.1,0.6854519084337516,0.6878065068330729,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,5,2017-06,asymmetric,0.1,0.4359556833416909,0.4369073525803572,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,6,2017-07,asymmetric,0.1,0.04849802111925838,0.04850978331092068,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,7,2017-08,asymmetric,0.1,0.03241942154699251,0.03242467720939616,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,8,2017-09,asymmetric,0.1,1.092909957697041,1.098904035296496,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,9,2017-10,asymmetric,0.1,0.43609906934735554,0.43705136515327,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,10,2017-11,asymmetric,0.1,1.4459450640517453,1.4564494176895653,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,11,2017-12,asymmetric,0.1,0.6293887150156452,0.6313735276659415,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,12,2018-01,asymmetric,0.1,2.063082508122776,2.084511165224227,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,1,2017-02,asymmetric,1.0,0.8417681841540668,0.8453210144014076,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,2,2017-03,asymmetric,1.0,0.7399079871607966,0.74265207002915,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,3,2017-04,asymmetric,1.0,1.039478000304665,1.0448993411356349,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,4,2017-05,asymmetric,1.0,0.6854519084337516,0.6878065068330729,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,5,2017-06,asymmetric,1.0,0.4359556833416909,0.4369073525803572,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,6,2017-07,asymmetric,1.0,0.04849802111925838,0.04850978331092068,fallback_persistence,insufficient_training_rows,False
2017-01,2017-02-09T23:59:00+01:00,7,2017-08,asymmetric,1.0,0.03241942154699251,0.03242467720939616,fallback_persistence,insufficient_training_rows,False
